"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","26581","SSN booking retry until available","chromium","Tue Aug 05 13:39:25 CEST 2025","passed","Tue Aug 05 13:39:52 CEST 2025","","ssn-booking.spec.ts","",""
